68.0375;-21.1234
56.6198;59.688
82.3295;-60.4897
-32.9554;53.6459
-44.4451;10.794
-4.52059;25.7742
-27.0431;2.68018
90.4459;83.239
27.1423;43.4594
-71.6795;21.3938
-96.7399;-51.4226
-72.5537;60.8354
-68.6642;-19.8111
-74.0419;-78.2382
99.7849;-56.3486
2.58648;67.8224
22.528;-40.7937
27.5105;4.85744
-1.2834;94.555
-41.4966;54.2715
5.349;53.9828
-19.9543;78.3059
-43.3371;-29.5083
61.5449;83.8053
-86.0489;89.8654
5.19907;-82.7888
-61.5572;32.6454
78.0465;-30.2214
-87.1657;-95.9954
-8.45965;-87.3808
-52.344;94.1268
80.4416;70.184
-46.6669;7.95207
-24.9586;52.0497
2.50707;33.5448
6.32129;-92.1439
-12.4725;86.367
86.162;44.1905
-43.1413;47.7069
27.9958;-29.1903
37.5723;-66.8052
-11.9791;76.015
65.8402;-33.9326
-54.2064;78.6745
-29.928;37.334
91.2937;17.728
31.4608;71.7353
-12.088;84.794
-20.3127;62.9534
36.8437;82.1944
-3.50187;-56.835
90.0505;84.0257
-70.468;76.2124
28.2161;-13.6093
23.9193;-43.7881
57.2004;-38.5084
-10.5933;-54.7787
-62.4934;-44.7531
11.2888;-16.6997
-66.0786;81.3608
-79.3658;-74.7849
-0.911187;52.095
96.9503;87.0008
36.889;-23.3623
49.9542;-26.2673
-41.1679;-53.5477
16.8977;-51.1175
-69.522;46.4297
-74.905;58.6941
-67.1796;49.0143
-85.094;90.0208
-89.4941;4.31268
-64.7579;-51.9875
59.5596;46.5309
31.3127;93.481
27.8917;51.947
-81.3039;-73.0195
4.04201;-84.3536
-86.0187;-59.069
-7.71591;63.9355
14.6637;51.1162
-89.6122;-68.4386
99.9987;-59.1343
77.9911;-74.9063
99.5598;-89.1885
74.108;-85.5342
-99.1677;84.6138
18.7784;-63.9255
-67.3737;-21.662
82.6053;63.939
-28.1809;10.497
15.886;-9.48483
37.4775;-80.072
6.1616;51.4588
-39.141;98.4457
15.3942;75.5228
49.5619;25.782
-92.9158;49.5606
66.6477;85.0753
74.6543;66.2075
95.8868;48.7622
80.6733;96.7191
33.3761;-0.548296
-67.2064;66.0024
77.7898;-84.6011
29.9414;-50.3912
25.8959;-54.1726
40.124;-36.6266
-34.2446;-53.7144
-85.1678;26.6144
-55.2687;30.2264
2.13719;94.2931
-43.9916;9.22138
43.8537;-77.3439
-5.70331;18.508
88.8636;-9.81649
-32.7298;69.5369
-13.0973;-99.3537
-31.0114;19.6963
66.6487;-53.2217
-66.4905;-50.341
-70.3613;-53.9009
-65.7583;-56.3489
-67.5635;-59.1827
-71.7203;-46.0803
-66.5213;-47.2472
-73.0577;-56.3076
-67.8179;-47.4568
-65.3854;-53.4325
-65.1912;-55.9557
-61.5817;-46.3049
-66.9374;-54.8547
-69.3512;-58.2471
-74.7901;-42.4523
-66.2775;-58.1252
-77.7745;-52.768
-68.4662;-48.1358
-66.6689;-54.2244
-64.4847;-54.2324
-73.4072;-56.205
-60.3127;-59.9284
-63.4522;-53.3704
-76.236;-51.2701
-60.8273;-41.6214
-64.7026;-46.0185
-77.5771;-46.2843
-72.3234;-44.5145
-61.139;-41.6745
-62.7617;-55.929
-64.1269;-49.0392
-74.0542;-41.9014
-61.8071;-42.5204
-70.0371;-48.476
-76.7449;-54.5218
-62.7084;-50.152
-70.7268;-43.0212
-70.0805;-54.1789
-76.3916;-46.3164
-65.449;-57.2188
-67.9378;-50.1516
66.7627;84.485
53.5642;74.4393
59.9705;72.4252
52.7648;77.2089
56.4961;88.6379
68.1697;82.4419
66.7366;86.3626
59.9215;76.6994
57.8865;83.1766
62.1777;75.1781
53.0246;71.4509
52.157;82.9441
57.272;75.7654
56.6277;71.823
58.5466;88.6899
61.6714;75.3092
63.1749;85.2356
59.7485;73.1454
67.6607;82.5133
60.3543;74.1569
61.1512;78.524
66.5988;77.8878
54.8865;76.5203
64.5872;82.7731
69.6969;76.7649
67.9512;72.7215
58.2158;70.1082
65.6656;85.4877
55.8736;72.2934
67.3107;84.4201
50.9832;78.9821
69.7293;84.1582
54.2177;79.4779
67.3036;71.8784
51.9912;77.6579
56.0353;83.1424
66.1819;72.634
51.0302;71.0684
59.1543;85.6174
63.8415;78.8512
